date,store_number,store_name,city,state,zip_code,item_number,category_name,vendor_name,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars
2012-01-31,3858,Harolds Jack N Jill / Davenport,DAVENPORT,IA,52806,43285,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced Rum Pet,12,750,8.5,12.74,12,152.88
2012-01-31,2593,Hy-Vee Food Store / Carroll,CARROLL,IA,51401,43285,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced Rum Pet,12,750,8.5,12.74,12,152.88
2012-01-31,4566,Kum & Go #508 / Cedar Rapids,CEDAR RAPIDS,IA,52404,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,3562,Wal-Mart 0797 / W Burlington,WEST BURLINGTON,IA,52655,43285,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced Rum Pet,12,750,8.5,12.74,12,152.88
2012-01-31,2506,Hy-Vee #1044 / Burlington,BURLINGTON,IA,52601,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,24,305.76
2012-01-31,2619,Hy-Vee Wine and Spirits / WDM,WEST DES MOINES,IA,50266,88290,TEQUILA,The Patron Spirits Company,Patron Silver Tequila,12,200,8.5,12.75,3,38.25
2012-01-31,4312,I-80 Liquor / Council Bluffs,COUNCIL BLUFFS,IA,51501,89204,TEQUILA,Proximo,1800 Reposado Tequila,12,375,8.5,12.74,1,12.74
2012-01-31,2651,Hy-Vee / Waverly,WAVERLY,IA,50677,43285,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced Rum Pet,12,750,8.5,12.74,72,917.28
2012-01-31,4492,Casey's General Store #2773 / Cedar,CEDAR RAPIDS,IA,52404,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,3774,Eagle Country Market / Dubuque,DUBUQUE,IA,52001,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,3495,Great Pastimes,MONTICELLO,IA,52310,43285,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced Rum Pet,12,750,8.5,12.74,12,152.88
2012-01-31,4495,Casey's General Store #3055 / Grundy,GRUNDY CENTER,IA,50638,43285,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced Rum Pet,12,750,8.5,12.74,4,50.96
2012-01-31,4428,Kum & Go #200 / Ames,AMES,IA,50014,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,4496,B P ON 1ST,CEDAR RAPIDS,IA,52402,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,4488,Casey's General Store #2762 / Cedar,CEDAR RAPIDS,IA,52404,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,3934,Wal-Mart 1509 / Maquoketa,MAQUOKETA,IA,52060,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,24,305.76
2012-01-31,3907,Smokin' Joe's #16 Tobacco and Liquor,MUSCATINE,IA,52761,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,4,50.96
2012-01-31,4616,C's Spencer Liquor,SPENCER,IA,51301,43285,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced Rum Pet,12,750,8.5,12.74,2,25.48
2012-01-31,2954,Dahl's / Ingersoll,DES MOINES,IA,50300,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,2487,Anamosa Family Foods,ANAMOSA,IA,52205,43285,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced Rum Pet,12,750,8.5,12.74,12,152.88
2012-01-31,2507,Hy-Vee Food Store #1 / Burlington,BURLINGTON,IA,52601,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,2619,Hy-Vee Wine and Spirits / WDM,WEST DES MOINES,IA,50266,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,3811,Wal-Mart 1431 / Keokuk,KEOKUK,IA,52632,43285,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced Rum Pet,12,750,8.5,12.74,12,152.88
2012-01-31,3920,Smokin' Joe's #11 Tobacco and Liquor,CLINTON,IA,52732,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,4,50.96
2012-01-31,4040,No Frills Supermarkets / Council Blu,COUNCIL BLUFFS,IA,51503,43415,FLAVORED RUM,Diageo Americas,Captain Morgan Lime Bite,12,750,8.5,12.74,12,152.88
2012-01-31,2614,Hy-Vee #3 Food and Drugstore,DAVENPORT,IA,52807,43415,FLAVORED RUM,Diageo Americas,Captain Morgan Lime Bite,12,750,8.5,12.74,4,50.96
2012-01-31,2593,Hy-Vee Food Store / Carroll,CARROLL,IA,51401,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,3957,Karl's Grocery Store,EDGEWOOD,IA,52042,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,4,50.96
2012-01-31,2651,Hy-Vee / Waverly,WAVERLY,IA,50677,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,72,917.28
2012-01-31,3461,Hometown Foods / Stuart,STUART,IA,50250,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,2327,West Side Spirits,CORNING,IA,50841,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,3,38.22
2012-01-31,4312,I-80 Liquor / Council Bluffs,COUNCIL BLUFFS,IA,51501,43415,FLAVORED RUM,Diageo Americas,Captain Morgan Lime Bite,12,750,8.5,12.74,6,76.44
2012-01-31,2651,Hy-Vee / Waverly,WAVERLY,IA,50677,88290,TEQUILA,The Patron Spirits Company,Patron Silver Tequila,12,200,8.5,12.75,1,12.75
2012-01-31,3656,Target Store T-1767 / Ankeny,ANKENY,IA,50021,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,132,1681.68
2012-01-31,3629,Wal-Mart 1965 / Council Bluffs,COUNCIL BLUFFS,IA,51503,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,2806,Osco #881 / Clinton,CLINTON,IA,52732,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,3651,Wal-Mart 1491 / Indianola,INDIANOLA,IA,50125,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,24,305.76
2012-01-31,4001,Wal-Mart 1787 / Carroll,CARROLL,IA,51401,43285,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced Rum Pet,12,750,8.5,12.74,24,305.76
2012-01-31,4355,Kum & Go #124 / Story City,STORY CITY,IA,50248,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,4366,Kum & Go #137 / Tiffin,TIFFIN,IA,52340,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,3889,Wal-Mart 1005 / Waverly,WAVERLY,IA,50677,43285,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced Rum Pet,12,750,8.5,12.74,24,305.76
2012-01-31,2651,Hy-Vee / Waverly,WAVERLY,IA,50677,43415,FLAVORED RUM,Diageo Americas,Captain Morgan Lime Bite,12,750,8.5,12.74,12,152.88
2012-01-31,2962,Dahl's / Johnston,JOHNSTON,IA,50131,43415,FLAVORED RUM,Diageo Americas,Captain Morgan Lime Bite,12,750,8.5,12.74,4,50.96
2012-01-31,3785,Southside Tobacco and Liquor,DES MOINES,IA,50315,88290,TEQUILA,The Patron Spirits Company,Patron Silver Tequila,12,200,8.5,12.75,3,38.25
2012-01-31,3833,Wal-Mart 3394 / Atlantic,ATLANTIC,IA,50022,43285,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced Rum Pet,12,750,8.5,12.74,12,152.88
2012-01-31,2650,Hy-Vee Wine and Spirits / Harlan,HARLAN,IA,51537,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,2645,Hy-Vee Drugstore / Muscatine,MUSCATINE,IA,52761,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,3642,Fraise Foods / Sonny's Supermarket,WEST POINT,IA,52656,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,6,76.44
2012-01-31,3963,Tobacco Hut #14 / Council Bluffs,COUNCIL BLUFFS,IA,51501,43285,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced Rum Pet,12,750,8.5,12.74,4,50.96
2012-01-31,4012,Fast Mart,DES MOINES,IA,50316,88290,TEQUILA,The Patron Spirits Company,Patron Silver Tequila,12,200,8.5,12.75,3,38.25
2012-01-31,2616,Hy-Vee Food and Drug / Clinton,CLINTON,IA,52732,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,4553,Casey's General Store #1892 / Sheffi,SHEFFIELD,IA,50475,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,3162,Nash Finch / Wholesale Food,MUSCATINE,IA,52761,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,3908,County Market #214 / Fort Madison,FORT MADISON,IA,52627,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,4421,KUM & GO #1 / HAMPTON,HAMPTON,IA,50441,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,2367,Spencer's Grocery,SHENANDOAH,IA,51601,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,2584,Hy-Vee Food Store / Fort Madison,FORT MADISON,IA,52627,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,2962,Dahl's / Johnston,JOHNSTON,IA,50131,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,24,305.76
2012-01-31,2573,Hy-Vee Food Store / Muscatine,MUSCATINE,IA,52761,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,24,305.76
2012-01-31,4464,Perfect Value Liquor Mart,ELDRIDGE,IA,52748,87509,TEQUILA,Proximo,1800 Silver Tequila,12,375,8.5,12.74,2,25.48
2012-01-31,4464,Perfect Value Liquor Mart,ELDRIDGE,IA,52748,89204,TEQUILA,Proximo,1800 Reposado Tequila,12,375,8.5,12.74,2,25.48
2012-01-31,4182,Fareway Stores #008 / Dyersville,DYERSVILLE,IA,52040,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,4486,Kum & Go #608 / Okoboji,OKOBOJI,IA,51355,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,12,152.88
2012-01-31,2619,Hy-Vee Wine and Spirits / WDM,WEST DES MOINES,IA,50266,43285,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced Rum Pet,12,750,8.5,12.74,24,305.76
2012-01-31,2629,Hy-Vee Food Store #2 / Council Bluff,COUNCIL BLUFFS,IA,51503,43336,SPICED RUM,Diageo Americas,Captain Morgan Original Spiced,12,750,8.5,12.74,24,305.76
2012-01-31,2613,Hy-Vee Food Store #1 / Council Bluff,COUNCIL BLUFFS,IA,51501,43244,SPICED RUM,Diageo Americas,Captain Morgan 100 Proof Spiced Rum,12,750,10.0,14.99,12,179.88
2012-01-31,3647,Wal-Mart 2889 / Clinton,CLINTON,IA,52732,43244,SPICED RUM,Diageo Americas,Captain Morgan 100 Proof Spiced Rum,12,750,10.0,14.99,12,179.88
2012-01-31,3554,Dick's Beverage Depot,TRIPOLI,IA,50676,77318,SPICED RUM,Prestige Wine and Spirits Group,Rondiaz Rum Spiced,6,1750,10.0,15.0,6,90.0
2012-01-31,4509,A J'S LIQUOR II,AMES,IA,50010,77318,SPICED RUM,Prestige Wine and Spirits Group,Rondiaz Rum Spiced,6,1750,10.0,15.0,12,180.0
2012-01-31,2506,Hy-Vee #1044 / Burlington,BURLINGTON,IA,52601,43244,SPICED RUM,Diageo Americas,Captain Morgan 100 Proof Spiced Rum,12,750,10.0,14.99,4,59.96
2012-01-31,2534,Hy-Vee Drugtown / Urbandale,URBANDALE,IA,50322,46504,SPICED RUM,Proximo,Kraken Black Spiced Rum,12,750,10.0,14.99,1,14.99
2012-01-31,4117,Tobacco Shop / Arnolds Park,ARNOLDS PARK,IA,51331,43244,SPICED RUM,Diageo Americas,Captain Morgan 100 Proof Spiced Rum,12,750,10.0,14.99,2,29.98
2012-01-31,2629,Hy-Vee Food Store #2 / Council Bluff,COUNCIL BLUFFS,IA,51503,37888,VODKA 80 PROOF,Wilson Daniels Ltd.,Seagrams Vodka,6,1750,10.0,14.99,6,89.94
2012-01-31,2367,Spencer's Grocery,SHENANDOAH,IA,51601,10278,SCOTCH WHISKIES,Diageo Americas,Usher's Green Stripe,6,1750,10.0,14.99,6,89.94
2012-01-31,3911,"Burg Spirits, Llc.",WILLIAMSBURG,IA,52361,58875,AMERICAN COCKTAILS,Proximo,Jose Cuervo Golden Margarita,6,1750,10.0,15.24,6,91.44
2012-01-31,2619,Hy-Vee Wine and Spirits / WDM,WEST DES MOINES,IA,50266,58875,AMERICAN COCKTAILS,Proximo,Jose Cuervo Golden Margarita,6,1750,10.0,15.24,12,182.88
2012-01-31,2556,Hy-Vee Wine and Spirits / Esthervill,ESTHERVILLE,IA,51334,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,18,270.0
2012-01-31,4001,Wal-Mart 1787 / Carroll,CARROLL,IA,51401,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,36,540.0
2012-01-31,2327,West Side Spirits,CORNING,IA,50841,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,12,180.0
2012-01-31,4509,A J'S LIQUOR II,AMES,IA,50010,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,4117,Tobacco Shop / Arnolds Park,ARNOLDS PARK,IA,51331,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,2,30.0
2012-01-31,2587,Hy-Vee Food Store / Johnston,JOHNSTON,IA,50131,89617,TEQUILA,Jim Beam Brands,Sauza Cien Anos Reposado,12,750,10.0,15.0,1,15.0
2012-01-31,3858,Harolds Jack N Jill / Davenport,DAVENPORT,IA,52806,46504,SPICED RUM,Proximo,Kraken Black Spiced Rum,12,750,10.0,14.99,2,29.98
2012-01-31,2587,Hy-Vee Food Store / Johnston,JOHNSTON,IA,50131,43244,SPICED RUM,Diageo Americas,Captain Morgan 100 Proof Spiced Rum,12,750,10.0,14.99,3,44.97
2012-01-31,3858,Harolds Jack N Jill / Davenport,DAVENPORT,IA,52806,58875,AMERICAN COCKTAILS,Proximo,Jose Cuervo Golden Margarita,6,1750,10.0,15.24,6,91.44
2012-01-31,3451,Barnes Foodland,DEWITT,IA,52742,58875,AMERICAN COCKTAILS,Proximo,Jose Cuervo Golden Margarita,6,1750,10.0,15.24,6,91.44
2012-01-31,2651,Hy-Vee / Waverly,WAVERLY,IA,50677,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,300,4500.0
2012-01-31,4272,Fareway Stores #407 / Esterville,ESTHERVILLE,IA,51334,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,3554,Dick's Beverage Depot,TRIPOLI,IA,50676,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,4012,Fast Mart,DES MOINES,IA,50316,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,3700,Avoca Liquor,AVOCA,IA,51521,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,1,15.0
2012-01-31,2806,Osco #881 / Clinton,CLINTON,IA,52732,42984,SPICED RUM,Phillips Beverage Company,Trader Vics Private Selection Spiced Rum,6,1750,10.0,15.0,12,180.0
2012-01-31,2614,Hy-Vee #3 Food and Drugstore,DAVENPORT,IA,52807,42984,SPICED RUM,Phillips Beverage Company,Trader Vics Private Selection Spiced Rum,6,1750,10.0,15.0,2,30.0
2012-01-31,2649,Hy-Vee #3 / Dubuque,DUBUQUE,IA,52001,46504,SPICED RUM,Proximo,Kraken Black Spiced Rum,12,750,10.0,14.99,2,29.98
2012-01-31,2534,Hy-Vee Drugtown / Urbandale,URBANDALE,IA,50322,58875,AMERICAN COCKTAILS,Proximo,Jose Cuervo Golden Margarita,6,1750,10.0,15.24,6,91.44
2012-01-31,2629,Hy-Vee Food Store #2 / Council Bluff,COUNCIL BLUFFS,IA,51503,58875,AMERICAN COCKTAILS,Proximo,Jose Cuervo Golden Margarita,6,1750,10.0,15.24,6,91.44
2012-01-31,2649,Hy-Vee #3 / Dubuque,DUBUQUE,IA,52001,58875,AMERICAN COCKTAILS,Proximo,Jose Cuervo Golden Margarita,6,1750,10.0,15.24,6,91.44
2012-01-31,2532,Hy-Vee Food Store #2 / Des Moines,DES MOINES,IA,50317,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,30,450.0
2012-01-31,3642,Fraise Foods / Sonny's Supermarket,WEST POINT,IA,52656,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,4576,THE BOONEDOCKS,ARNOLDS PARK,IA,51331,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,4113,Tobacco Hut #6 / Council,COUNCIL BLUFFS,IA,51501,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,3886,Wal-Mart 0646 / Anamosa,ANAMOSA,IA,52205,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,2603,Hy-Vee Wine and Spirits / Bettendorf,BETTENDORF,IA,52722,42984,SPICED RUM,Phillips Beverage Company,Trader Vics Private Selection Spiced Rum,6,1750,10.0,15.0,6,90.0
2012-01-31,3654,The Beverage Shop / Belmond,BELMOND,IA,50421,41209,VODKA FLAVORED,"Sazerac Co., Inc.",Firefly Sweet Tea Vodka,12,750,10.0,15.0,4,60.0
2012-01-31,2619,Hy-Vee Wine and Spirits / WDM,WEST DES MOINES,IA,50266,10278,SCOTCH WHISKIES,Diageo Americas,Usher's Green Stripe,6,1750,10.0,14.99,12,179.88
2012-01-31,2587,Hy-Vee Food Store / Johnston,JOHNSTON,IA,50131,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,60,900.0
2012-01-31,3612,B and C Liquor / Maquoketa,MAQUOKETA,IA,52060,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,12,180.0
2012-01-31,2549,Hy-Vee Food Store / Indianola,INDIANOLA,IA,50125,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,3803,Strawberry Foods and Deli,STRAWBERRY POINT,IA,52076,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,3744,Payless Foods / Dyersville,DYERSVILLE,IA,52040,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,4114,After 5 Somewhere,ATLANTIC,IA,50022,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,3959,Hartig Drug Company #8 / University,DUBUQUE,IA,52001,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,1,15.0
2012-01-31,4067,Freeman Foods,WELLMAN,IA,52356,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,1,15.0
2012-01-31,2641,Hy-Vee Drugstore / Council Bluffs,COUNCIL BLUFFS,IA,51501,42984,SPICED RUM,Phillips Beverage Company,Trader Vics Private Selection Spiced Rum,6,1750,10.0,15.0,6,90.0
2012-01-31,3612,B and C Liquor / Maquoketa,MAQUOKETA,IA,52060,46504,SPICED RUM,Proximo,Kraken Black Spiced Rum,12,750,10.0,14.99,1,14.99
2012-01-31,2555,Hy-Vee Food Store / Keokuk,KEOKUK,IA,52632,46504,SPICED RUM,Proximo,Kraken Black Spiced Rum,12,750,10.0,14.99,3,44.97
2012-01-31,2954,Dahl's / Ingersoll,DES MOINES,IA,50300,10278,SCOTCH WHISKIES,Diageo Americas,Usher's Green Stripe,6,1750,10.0,14.99,6,89.94
2012-01-31,3554,Dick's Beverage Depot,TRIPOLI,IA,50676,58875,AMERICAN COCKTAILS,Proximo,Jose Cuervo Golden Margarita,6,1750,10.0,15.24,1,15.24
2012-01-31,3390,Okoboji Avenue Liquor,MILFORD,IA,51351,57092,AMERICAN COCKTAILS,"Bacardi U.S.A., Inc.",Bacardi Classic Cocktails Strawberry Daiquiri,6,1750,10.0,15.0,2,30.0
2012-01-31,3562,Wal-Mart 0797 / W Burlington,WEST BURLINGTON,IA,52655,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,180,2700.0
2012-01-31,3390,Okoboji Avenue Liquor,MILFORD,IA,51351,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,12,180.0
2012-01-31,2591,Hy-Vee Wine and Spirits / Atlantic,ATLANTIC,IA,50022,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,12,180.0
2012-01-31,4229,Fareway Stores #790 / Harlan,HARLAN,IA,51537,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,3957,Karl's Grocery Store,EDGEWOOD,IA,52042,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,3,45.0
2012-01-31,2460,"Liquor Barn, Inc.",HAMPTON,IA,50441,55068,BLACKBERRY BRANDIES,Sazerac North America,Mr. Boston Blackberry Brandy,6,1750,10.0,14.99,1,14.99
2012-01-31,3756,Main Street Liquors / Manning,MANNING,IA,51455,46504,SPICED RUM,Proximo,Kraken Black Spiced Rum,12,750,10.0,14.99,1,14.99
2012-01-31,4239,Fareway Stores #850 / Spirit Lake,SPIRIT LAKE,IA,51360,57092,AMERICAN COCKTAILS,"Bacardi U.S.A., Inc.",Bacardi Classic Cocktails Strawberry Daiquiri,6,1750,10.0,15.0,3,45.0
2012-01-31,3647,Wal-Mart 2889 / Clinton,CLINTON,IA,52732,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,12,180.0
2012-01-31,4495,Casey's General Store #3055 / Grundy,GRUNDY CENTER,IA,50638,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,3842,Bancroft Liquor Store,BANCROFT,IA,50517,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,4309,The Party Pantry,COUNCIL BLUFFS,IA,51501,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,4167,"Iowa Street Market, Inc.",DUBUQUE,IA,52001,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,2460,"Liquor Barn, Inc.",HAMPTON,IA,50441,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,3911,"Burg Spirits, Llc.",WILLIAMSBURG,IA,52361,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,6,90.0
2012-01-31,4572,Grundy Center Family Foods,GRUNDY CENTER,IA,50638,75210,MISC. AMERICAN CORDIALS & LIQUEURS,Prestige Wine and Spirits Group,Kinky Liqueur,6,750,10.0,15.0,2,30.0
2012-01-31,2616,Hy-Vee Food and Drug / Clinton,CLINTON,IA,52732,43244,SPICED RUM,Diageo Americas,Captain Morgan 100 Proof Spiced Rum,12,750,10.0,14.99,2,29.98
2012-01-31,3354,Sam's Club 8238 / Davenport,DAVENPORT,IA,52807,58875,AMERICAN COCKTAILS,Proximo,Jose Cuervo Golden Margarita,6,1750,10.0,15.24,30,457.2
2012-01-31,3756,Main Street Liquors / Manning,MANNING,IA,51455,57092,AMERICAN COCKTAILS,"Bacardi U.S.A., Inc.",Bacardi Classic Cocktails Strawberry Daiquiri,6,1750,10.0,15.0,6,90.0
2012-01-31,4138,Fareway Stores #657 / Indianola,INDIANOLA,IA,50125,58875,AMERICAN COCKTAILS,Proximo,Jose Cuervo Golden Margarita,6,1750,10.0,15.24,6,91.44
2012-01-31,3443,Super Saver Iv,COUNCIL BLUFFS,IA,51503,58875,AMERICAN COCKTAILS,Proximo,Jose Cuervo Golden Margarita,6,1750,10.0,15.24,12,182.88
2012-01-31,4262,Cork and Bottle / Carroll,CARROLL,IA,51401,58875,AMERICAN COCKTAILS,Proximo,Jose Cuervo Golden Margarita,6,1750,10.0,15.24,2,30.48
