date,store_number,store_name,city,state,zip_code,item_number,category_name,vendor_name,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars
2012-01-31,2587,Hy-Vee Food Store / Johnston,JOHNSTON,IA,50131,52594,AMERICAN GRAPE BRANDIES,E AND J GALLO WINERY,E & J Vs Brandy,24,375,2.93,4.4,2,8.8
2012-01-31,2603,Hy-Vee Wine and Spirits / Bettendorf,BETTENDORF,IA,52722,53216,AMERICAN GRAPE BRANDIES,"Constellation Wine Company, Inc.",Paul Masson Grande Amber Brandy,12,750,6.29,9.44,2,18.88
2012-01-31,3697,Oky Doky #2 / Dubuque,DUBUQUE,IA,52004,53216,AMERICAN GRAPE BRANDIES,"Constellation Wine Company, Inc.",Paul Masson Grande Amber Brandy,12,750,6.29,9.44,2,18.88
2012-01-31,2616,Hy-Vee Food and Drug / Clinton,CLINTON,IA,52732,52563,AMERICAN GRAPE BRANDIES,E AND J GALLO WINERY,E & J Xo Brandy,12,750,7.99,11.99,2,23.98
2012-01-31,2651,Hy-Vee / Waverly,WAVERLY,IA,50677,53216,AMERICAN GRAPE BRANDIES,"Constellation Wine Company, Inc.",Paul Masson Grande Amber Brandy,12,750,6.29,9.44,2,18.88
2012-01-31,3911,"Burg Spirits, Llc.",WILLIAMSBURG,IA,52361,52582,AMERICAN GRAPE BRANDIES,E AND J GALLO WINERY,E & J Vsop Superior Reserve,12,750,6.99,10.49,2,20.98
2012-01-31,3700,Avoca Liquor,AVOCA,IA,51521,52186,AMERICAN GRAPE BRANDIES,Heaven Hill Brands,Christian Bros Grand Reserve Vsop,12,750,6.55,9.83,2,19.66
2012-01-31,3976,North English Family Food,NORTH ENGLISH,IA,52316,53216,AMERICAN GRAPE BRANDIES,"Constellation Wine Company, Inc.",Paul Masson Grande Amber Brandy,12,750,6.29,9.44,3,28.32
2012-01-31,4395,KUM & GO #133 / ELLSWORTH,ELLSWORTH,IA,50075,52594,AMERICAN GRAPE BRANDIES,E AND J GALLO WINERY,E & J Vs Brandy,24,375,2.93,4.4,6,26.4
2012-01-31,2507,Hy-Vee Food Store #1 / Burlington,BURLINGTON,IA,52601,52582,AMERICAN GRAPE BRANDIES,E AND J GALLO WINERY,E & J Vsop Superior Reserve,12,750,6.99,10.49,3,31.47
2012-01-31,2465,Sid's Beverage Shop,DUBUQUE,IA,52003,48106,IMPORTED GRAPE BRANDIES,"Moet Hennessy USA, Inc.",Hennessy Vs Cognac,12,750,17.06,25.59,36,921.24
2012-01-31,3920,Smokin' Joe's #11 Tobacco and Liquor,CLINTON,IA,52732,49189,IMPORTED GRAPE BRANDIES,REMY COINTREAU USA         .,Remy Martin Vsop Cognac,24,200,5.41,8.12,1,8.12
2012-01-31,2619,Hy-Vee Wine and Spirits / WDM,WEST DES MOINES,IA,50266,49084,IMPORTED GRAPE BRANDIES,REMY COINTREAU USA         .,Remy Martin 1738 Accord Royal,12,375,12.9,19.35,3,58.05
2012-01-31,4167,"Iowa Street Market, Inc.",DUBUQUE,IA,52001,48102,IMPORTED GRAPE BRANDIES,"Moet Hennessy USA, Inc.",Hennessy Vs Cognac 100ml,8,1200,36.13,54.2,8,433.6
2012-01-31,3920,Smokin' Joe's #11 Tobacco and Liquor,CLINTON,IA,52732,48106,IMPORTED GRAPE BRANDIES,"Moet Hennessy USA, Inc.",Hennessy Vs Cognac,12,750,17.06,25.59,1,25.59
2012-01-31,2624,Hy-Vee #2 / Dubuque,DUBUQUE,IA,52002,49186,IMPORTED GRAPE BRANDIES,REMY COINTREAU USA         .,Remy Martin Vsop Cognac,12,750,20.83,31.25,2,62.5
2012-01-31,2619,Hy-Vee Wine and Spirits / WDM,WEST DES MOINES,IA,50266,48106,IMPORTED GRAPE BRANDIES,"Moet Hennessy USA, Inc.",Hennessy Vs Cognac,12,750,17.06,25.59,3,76.77
2012-01-31,2607,Hy-Vee Wine and Spirits / Shenandoah,SHENANDOAH,IA,51601,27551,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Red Stag By Jim Beam,6,1750,22.05,33.07,48,1587.36
2012-01-31,2593,Hy-Vee Food Store / Carroll,CARROLL,IA,51401,19096,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Jim Beam Traveler,12,750,8.42,13.41,12,160.92
2012-01-31,4509,A J'S LIQUOR II,AMES,IA,50010,17956,STRAIGHT BOURBON WHISKIES,Heaven Hill Brands,Evan Williams Str Bourbon,12,750,6.37,9.56,12,114.72
2012-01-31,2549,Hy-Vee Food Store / Indianola,INDIANOLA,IA,50125,19476,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Maker's Mark,12,750,15.74,23.61,12,283.32
2012-01-31,2649,Hy-Vee #3 / Dubuque,DUBUQUE,IA,52001,20286,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Old Crow Traveler,12,750,4.19,6.29,12,75.48
2012-01-31,4387,KUM & GO #117 / SPIRIT LAKE,SPIRIT LAKE,IA,51360,19066,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Jim Beam,12,750,8.42,13.41,12,160.92
2012-01-31,4457,KUM & GO #422 / IOWA CITY,IOWA CITY,IA,52240,19066,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Jim Beam,12,750,8.42,13.41,12,160.92
2012-01-31,3563,Wal-Mart 0559 / Muscatine,MUSCATINE,IA,52761,19476,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Maker's Mark,12,750,15.74,23.61,12,283.32
2012-01-31,3451,Barnes Foodland,DEWITT,IA,52742,17826,STRAIGHT BOURBON WHISKIES,Brown-Forman Corporation,Early Times 36 Mo Ky Str Bourbon,12,750,4.76,7.51,12,90.12
2012-01-31,3521,Ameristar Casino / Council Bluffs,COUNCIL BLUFFS,IA,51501,19476,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Maker's Mark,12,750,15.74,23.61,24,566.64
2012-01-31,4541,Casey's General Store #1045 / Delmar,DELMAR,IA,52037,17206,STRAIGHT BOURBON WHISKIES,"Cedar Ridge Vineyards,LLC",Cedar Ridge Bourbon,6,750,17.6,26.4,6,158.4
2012-01-31,4480,Circle K #6602 / Clinton,CLINTON,IA,52732,19066,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Jim Beam,12,750,8.42,13.41,6,80.46
2012-01-31,3907,Smokin' Joe's #16 Tobacco and Liquor,MUSCATINE,IA,52761,22155,STRAIGHT BOURBON WHISKIES,Campari(skyy),Wild Turkey 101 Round,12,375,5.75,8.62,12,103.44
2012-01-31,4296,Circle B Market,KEOSAUQUA,IA,52565,17830,STRAIGHT BOURBON WHISKIES,Brown-Forman Corporation,Early Times 36 Mo Ky Str Bourbon Pet,6,1750,10.88,16.32,6,97.92
2012-01-31,2191,Keokuk Spirits,KEOKUK,IA,52632,19068,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Jim Beam,6,1750,18.37,27.55,6,165.3
2012-01-31,3622,Wal-Mart 1415 / Spirit Lake,SPIRIT LAKE,IA,51360,19068,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Jim Beam,6,1750,18.37,27.55,6,165.3
2012-01-31,3162,Nash Finch / Wholesale Food,MUSCATINE,IA,52761,21598,STRAIGHT BOURBON WHISKIES,Sazerac North America,Ten High,6,1750,9.09,13.64,6,81.84
2012-01-31,2593,Hy-Vee Food Store / Carroll,CARROLL,IA,51401,16518,STRAIGHT BOURBON WHISKIES,"Sazerac Co., Inc.",Ancient Age Bourbon,6,1750,11.24,16.87,6,101.22
2012-01-31,3016,Super Valu / bender's,DENVER,IA,50622,22157,STRAIGHT BOURBON WHISKIES,Campari(skyy),Wild Turkey 101,12,1000,14.99,22.49,3,67.47
2012-01-31,2584,Hy-Vee Food Store / Fort Madison,FORT MADISON,IA,52627,17826,STRAIGHT BOURBON WHISKIES,Brown-Forman Corporation,Early Times 36 Mo Ky Str Bourbon,12,750,4.76,7.51,4,30.04
2012-01-31,2573,Hy-Vee Food Store / Muscatine,MUSCATINE,IA,52761,16516,STRAIGHT BOURBON WHISKIES,"Sazerac Co., Inc.",Ancient Age Bourbon,12,750,6.0,8.99,4,35.96
2012-01-31,4073,"Uptown Liquor, Llc",FOREST CITY,IA,50436,19477,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Maker's Mark,12,1000,18.89,28.34,3,85.02
2012-01-31,4296,Circle B Market,KEOSAUQUA,IA,52565,19067,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Jim Beam,12,1000,11.54,17.31,12,207.72
2012-01-31,2413,Beecher Beverage,DUBUQUE,IA,52001,19477,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Maker's Mark,12,1000,18.89,28.34,12,340.08
2012-01-31,3944,Sam's Club 4973 / Dubuque,DUBUQUE,IA,52002,19477,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Maker's Mark,12,1000,18.89,28.34,24,680.16
2012-01-31,4012,Fast Mart,DES MOINES,IA,50316,22151,STRAIGHT BOURBON WHISKIES,Campari(skyy),Wild Turkey 101 Mini,12,500,8.52,12.79,12,153.48
2012-01-31,3808,Thriftway,LA PORTE CITY,IA,50651,19476,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Maker's Mark,12,750,15.74,23.61,1,23.61
2012-01-31,3920,Smokin' Joe's #11 Tobacco and Liquor,CLINTON,IA,52732,19112,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Jim Beam Devil's Cut,12,750,14.69,22.04,1,22.04
2012-01-31,3994,Great Spirits Wine & Liquor Co.,ARNOLDS PARK,IA,51331,17956,STRAIGHT BOURBON WHISKIES,Heaven Hill Brands,Evan Williams Str Bourbon,12,750,6.37,9.56,1,9.56
2012-01-31,3976,North English Family Food,NORTH ENGLISH,IA,52316,19476,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Maker's Mark,12,750,15.74,23.61,1,23.61
2012-01-31,4106,Hartig Drug Co. / JFK Rd / Dubuque,DUBUQUE,IA,52002,19066,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Jim Beam,12,750,8.42,13.41,2,26.82
2012-01-31,3911,"Burg Spirits, Llc.",WILLIAMSBURG,IA,52361,21595,STRAIGHT BOURBON WHISKIES,Sazerac North America,Ten High Traveler,12,750,4.0,5.99,2,11.98
2012-01-31,3911,"Burg Spirits, Llc.",WILLIAMSBURG,IA,52361,17956,STRAIGHT BOURBON WHISKIES,Heaven Hill Brands,Evan Williams Str Bourbon,12,750,6.37,9.56,2,19.12
2012-01-31,3785,Southside Tobacco and Liquor,DES MOINES,IA,50315,19476,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Maker's Mark,12,750,15.74,23.61,2,47.22
2012-01-31,3962,Durant Street Country Stop,HARLAN,IA,51537,19061,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Jim Beam Mini,12,500,6.83,10.24,2,20.48
2012-01-31,4480,Circle K #6602 / Clinton,CLINTON,IA,52732,22151,STRAIGHT BOURBON WHISKIES,Campari(skyy),Wild Turkey 101 Mini,12,500,8.52,12.79,2,25.58
2012-01-31,3162,Nash Finch / Wholesale Food,MUSCATINE,IA,52761,17956,STRAIGHT BOURBON WHISKIES,Heaven Hill Brands,Evan Williams Str Bourbon,12,750,6.37,9.56,3,28.68
2012-01-31,4012,Fast Mart,DES MOINES,IA,50316,17956,STRAIGHT BOURBON WHISKIES,Heaven Hill Brands,Evan Williams Str Bourbon,12,750,6.37,9.56,3,28.68
2012-01-31,4309,The Party Pantry,COUNCIL BLUFFS,IA,51501,19477,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Maker's Mark,12,1000,18.89,28.34,2,56.68
2012-01-31,4167,"Iowa Street Market, Inc.",DUBUQUE,IA,52001,20247,STRAIGHT BOURBON WHISKIES,Jim Beam Brands,Old Crow,12,1000,4.63,6.95,2,13.9
2012-01-31,2624,Hy-Vee #2 / Dubuque,DUBUQUE,IA,52002,43123,PUERTO RICO & VIRGIN ISLANDS RUM,"Bacardi U.S.A., Inc.",Bacardi Superior Rum,48,200,2.5,3.75,2,7.5
2012-01-31,2549,Hy-Vee Food Store / Indianola,INDIANOLA,IA,50125,44486,PUERTO RICO & VIRGIN ISLANDS RUM,Jim Beam Brands,Cruzan Dark Rum,12,750,6.82,10.23,12,122.76
2012-01-31,3562,Wal-Mart 0797 / W Burlington,WEST BURLINGTON,IA,52655,46350,PUERTO RICO & VIRGIN ISLANDS RUM,Luxco-St Louis,Hawkeye Light Rum,6,1750,7.56,11.33,6,67.98
2012-01-31,2445,Ruback's Food Center,OAKLAND,IA,51560,45274,PUERTO RICO & VIRGIN ISLANDS RUM,Luxco-St Louis,Paramount White Rum,24,375,2.84,4.25,3,12.75
2012-01-31,2413,Beecher Beverage,DUBUQUE,IA,52001,43387,PUERTO RICO & VIRGIN ISLANDS RUM,"Bacardi U.S.A., Inc.",Castillo Silver Rum,12,1000,4.89,7.33,12,87.96
2012-01-31,3162,Nash Finch / Wholesale Food,MUSCATINE,IA,52761,45247,PUERTO RICO & VIRGIN ISLANDS RUM,Luxco-St Louis,Paramount Gold Rum,12,1000,4.33,6.5,12,78.0
2012-01-31,2191,Keokuk Spirits,KEOKUK,IA,52632,45277,PUERTO RICO & VIRGIN ISLANDS RUM,Luxco-St Louis,Paramount White Rum,12,1000,4.33,6.5,12,78.0
2012-01-31,2625,Hy-Vee Wine and Spirits #2,DAVENPORT,IA,52804,43387,PUERTO RICO & VIRGIN ISLANDS RUM,"Bacardi U.S.A., Inc.",Castillo Silver Rum,12,1000,4.89,7.33,12,87.96
2012-01-31,2413,Beecher Beverage,DUBUQUE,IA,52001,45277,PUERTO RICO & VIRGIN ISLANDS RUM,Luxco-St Louis,Paramount White Rum,12,1000,4.33,6.5,24,156.0
2012-01-31,2613,Hy-Vee Food Store #1 / Council Bluff,COUNCIL BLUFFS,IA,51501,43123,PUERTO RICO & VIRGIN ISLANDS RUM,"Bacardi U.S.A., Inc.",Bacardi Superior Rum,48,200,2.5,3.75,6,22.5
2012-01-31,4401,KUM & GO #503 / MARION,MARION,IA,52302,43121,PUERTO RICO & VIRGIN ISLANDS RUM,"Bacardi U.S.A., Inc.",Bacardi Superior Rum Mini,12,500,4.74,7.11,3,21.33
2012-01-31,4106,Hartig Drug Co. / JFK Rd / Dubuque,DUBUQUE,IA,52002,43031,PUERTO RICO & VIRGIN ISLANDS RUM,"Bacardi U.S.A., Inc.",Bacardi Gold Rum Mini,12,500,4.74,7.11,1,7.11
2012-01-31,3612,B and C Liquor / Maquoketa,MAQUOKETA,IA,52060,43121,PUERTO RICO & VIRGIN ISLANDS RUM,"Bacardi U.S.A., Inc.",Bacardi Superior Rum Mini,12,500,4.74,7.11,1,7.11
2012-01-31,2619,Hy-Vee Wine and Spirits / WDM,WEST DES MOINES,IA,50266,43121,PUERTO RICO & VIRGIN ISLANDS RUM,"Bacardi U.S.A., Inc.",Bacardi Superior Rum Mini,12,500,4.74,7.11,1,7.11
2012-01-31,4456,Kum & Go #53 / Iowa City,IOWA CITY,IA,52246,43121,PUERTO RICO & VIRGIN ISLANDS RUM,"Bacardi U.S.A., Inc.",Bacardi Superior Rum Mini,12,500,4.74,7.11,2,14.22
2012-01-31,3482,Kick The Can,CARROLL,IA,51401,45247,PUERTO RICO & VIRGIN ISLANDS RUM,Luxco-St Louis,Paramount Gold Rum,12,1000,4.33,6.5,1,6.5
2012-01-31,2629,Hy-Vee Food Store #2 / Council Bluff,COUNCIL BLUFFS,IA,51503,85606,MISC. AMERICAN CORDIALS & LIQUEURS,Luxco-St Louis,Paramount Blue Curacao,12,750,3.24,4.86,12,58.32
2012-01-31,4616,C's Spencer Liquor,SPENCER,IA,51301,80096,MISC. AMERICAN CORDIALS & LIQUEURS,Jim Beam Brands,Dekuyper Signature Creme De Banana,12,750,5.25,7.87,1,7.87
2012-01-31,2591,Hy-Vee Wine and Spirits / Atlantic,ATLANTIC,IA,50022,65253,MISC. IMPORTED CORDIALS & LIQUEURS,Sidney Frank Importing Co.,Jagermeister Liqueur,48,200,3.47,5.2,2,10.4
2012-01-31,4049,No Frills Supermarkets / Glenwood,GLENWOOD,IA,51534,65256,MISC. IMPORTED CORDIALS & LIQUEURS,Sidney Frank Importing Co.,Jagermeister Liqueur,12,750,11.58,17.37,12,208.44
2012-01-31,2413,Beecher Beverage,DUBUQUE,IA,52001,67006,MISC. IMPORTED CORDIALS & LIQUEURS,Jim Beam Brands,Midori Melon Liqueur,12,750,10.97,16.46,12,197.52
2012-01-31,2624,Hy-Vee #2 / Dubuque,DUBUQUE,IA,52002,65256,MISC. IMPORTED CORDIALS & LIQUEURS,Sidney Frank Importing Co.,Jagermeister Liqueur,12,750,11.58,17.37,12,208.44
2012-01-31,3963,Tobacco Hut #14 / Council Bluffs,COUNCIL BLUFFS,IA,51501,65254,MISC. IMPORTED CORDIALS & LIQUEURS,Sidney Frank Importing Co.,Jagermeister Liqueur,24,375,6.23,9.34,3,28.02
2012-01-31,4306,Northside One Stop / Hampton,HAMPTON,IA,50441,65254,MISC. IMPORTED CORDIALS & LIQUEURS,Sidney Frank Importing Co.,Jagermeister Liqueur,24,375,6.23,9.34,3,28.02
2012-01-31,2556,Hy-Vee Wine and Spirits / Esthervill,ESTHERVILLE,IA,51334,67006,MISC. IMPORTED CORDIALS & LIQUEURS,Jim Beam Brands,Midori Melon Liqueur,12,750,10.97,16.46,4,65.84
2012-01-31,2413,Beecher Beverage,DUBUQUE,IA,52001,65257,MISC. IMPORTED CORDIALS & LIQUEURS,Sidney Frank Importing Co.,Jagermeister Liqueur,12,1000,14.93,22.39,12,268.68
2012-01-31,3920,Smokin' Joe's #11 Tobacco and Liquor,CLINTON,IA,52732,65256,MISC. IMPORTED CORDIALS & LIQUEURS,Sidney Frank Importing Co.,Jagermeister Liqueur,12,750,11.58,17.37,8,138.96
2012-01-31,3390,Okoboji Avenue Liquor,MILFORD,IA,51351,65253,MISC. IMPORTED CORDIALS & LIQUEURS,Sidney Frank Importing Co.,Jagermeister Liqueur,48,200,3.47,5.2,3,15.6
2012-01-31,2603,Hy-Vee Wine and Spirits / Bettendorf,BETTENDORF,IA,52722,65017,MISC. IMPORTED CORDIALS & LIQUEURS,MHW Ltd,Galliano Liqueur,24,375,10.23,15.34,2,30.68
2012-01-31,2954,Dahl's / Ingersoll,DES MOINES,IA,50300,65126,MISC. IMPORTED CORDIALS & LIQUEURS,"Moet Hennessy USA, Inc.",Grand Marnier Cordon Rouge,12,750,23.31,34.96,1,34.96
2012-01-31,4106,Hartig Drug Co. / JFK Rd / Dubuque,DUBUQUE,IA,52002,65254,MISC. IMPORTED CORDIALS & LIQUEURS,Sidney Frank Importing Co.,Jagermeister Liqueur,24,375,6.23,9.34,2,18.68
2012-01-31,3911,"Burg Spirits, Llc.",WILLIAMSBURG,IA,52361,65254,MISC. IMPORTED CORDIALS & LIQUEURS,Sidney Frank Importing Co.,Jagermeister Liqueur,24,375,6.23,9.34,2,18.68
2012-01-31,2624,Hy-Vee #2 / Dubuque,DUBUQUE,IA,52002,64776,MISC. IMPORTED CORDIALS & LIQUEURS,REMY COINTREAU USA         .,Cointreau Liqueur,12,750,23.31,34.96,2,69.92
2012-01-31,3785,Southside Tobacco and Liquor,DES MOINES,IA,50315,65426,MISC. IMPORTED CORDIALS & LIQUEURS,"W. J. Deutsch And Sons, Ltd.",Licor 43,12,750,12.74,19.11,2,38.22
2012-01-31,2524,Hy-Vee Food Store / Dubuque,DUBUQUE,IA,52001,64356,MISC. IMPORTED CORDIALS & LIQUEURS,Niche Import Co.,Barenjager Imp Honey Liqueur,6,750,14.92,22.38,2,44.76
2012-01-31,2556,Hy-Vee Wine and Spirits / Esthervill,ESTHERVILLE,IA,51334,64676,MISC. IMPORTED CORDIALS & LIQUEURS,Brown-Forman Corporation,Chambord Liqueur Royale De France,12,750,18.56,27.84,2,55.68
2012-01-31,2522,Hy-Vee Wine and Spirits / Spirit Lak,SPIRIT LAKE,IA,51360,67006,MISC. IMPORTED CORDIALS & LIQUEURS,Jim Beam Brands,Midori Melon Liqueur,12,750,10.97,16.46,3,49.38
2012-01-31,4306,Northside One Stop / Hampton,HAMPTON,IA,50441,65257,MISC. IMPORTED CORDIALS & LIQUEURS,Sidney Frank Importing Co.,Jagermeister Liqueur,12,1000,14.93,22.39,2,44.78
2012-01-31,4312,I-80 Liquor / Council Bluffs,COUNCIL BLUFFS,IA,51501,5037,SINGLE MALT SCOTCH,Pernod Ricard USA/Austin Nichols,Glenlivet 12 Yr Malt Scotch,12,1000,26.4,39.6,7,277.2
2012-01-31,2614,Hy-Vee #3 Food and Drugstore,DAVENPORT,IA,52807,27110,STRAIGHT RYE WHISKIES,Mississippi River Distilling Co.,Windmill Rye Whiskey,12,375,9.08,13.63,60,817.8
2012-01-31,2506,Hy-Vee #1044 / Burlington,BURLINGTON,IA,52601,15626,IRISH WHISKIES,Pernod Ricard USA/Austin Nichols,Jameson,12,750,13.46,20.2,12,242.4
2012-01-31,2613,Hy-Vee Food Store #1 / Council Bluff,COUNCIL BLUFFS,IA,51501,76486,AMERICAN AMARETTO,Luxco-St Louis,Paramount Amaretto,12,750,3.37,5.06,12,60.72
2012-01-31,2649,Hy-Vee #3 / Dubuque,DUBUQUE,IA,52001,41846,AMERICAN ALCOHOL,Luxco-St Louis,Everclear Alcohol,12,750,8.02,12.03,12,144.36
2012-01-31,4553,Casey's General Store #1892 / Sheffi,SHEFFIELD,IA,50475,52314,APRICOT BRANDIES,Heaven Hill Brands,Christian Bros Brandy,24,375,2.93,4.4,24,105.6
2012-01-31,3744,Payless Foods / Dyersville,DYERSVILLE,IA,52040,41846,AMERICAN ALCOHOL,Luxco-St Louis,Everclear Alcohol,12,750,8.02,12.03,12,144.36
2012-01-31,3811,Wal-Mart 1431 / Keokuk,KEOKUK,IA,52632,76486,AMERICAN AMARETTO,Luxco-St Louis,Paramount Amaretto,12,750,3.37,5.06,12,60.72
2012-01-31,2959,Dahl's / Merle Hay,DES MOINES,IA,50310,54436,APRICOT BRANDIES,Sazerac North America,Mr. Boston Apricot Brandy,12,750,4.12,6.37,12,76.44
2012-01-31,4158,Fareway Stores #409 / Carroll,CARROLL,IA,51401,15626,IRISH WHISKIES,Pernod Ricard USA/Austin Nichols,Jameson,12,750,13.46,20.2,12,242.4
2012-01-31,3390,Okoboji Avenue Liquor,MILFORD,IA,51351,55066,BLACKBERRY BRANDIES,Sazerac North America,Mr. Boston Blackberry Brandy,12,750,4.12,6.37,12,76.44
2012-01-31,2619,Hy-Vee Wine and Spirits / WDM,WEST DES MOINES,IA,50266,5061,SINGLE MALT SCOTCH,Pernod Ricard USA/Austin Nichols,Glenlivet 15 Year French Oak,6,750,26.4,39.6,6,237.6
2012-01-31,2573,Hy-Vee Food Store / Muscatine,MUSCATINE,IA,52761,27110,STRAIGHT RYE WHISKIES,Mississippi River Distilling Co.,Windmill Rye Whiskey,12,375,9.08,13.63,12,163.56
2012-01-31,2555,Hy-Vee Food Store / Keokuk,KEOKUK,IA,52632,53629,MISCELLANEOUS  BRANDIES,"Cedar Ridge Vineyards,LLC",Cedar Ridge Apple Brandy,6,750,18.75,28.13,6,168.78
2012-01-31,3461,Hometown Foods / Stuart,STUART,IA,50250,52314,APRICOT BRANDIES,Heaven Hill Brands,Christian Bros Brandy,24,375,2.93,4.4,3,13.2
2012-01-31,2506,Hy-Vee #1044 / Burlington,BURLINGTON,IA,52601,33717,AMERICAN SLOE GINS,Luxco-St Louis,Paramount Sloe Gin,12,1000,4.9,7.36,3,22.08
2012-01-31,4576,THE BOONEDOCKS,ARNOLDS PARK,IA,51331,84616,ROOT BEER SCHNAPPS,Phillips Beverage Company,Phillips Root Beer Schnapps,12,750,4.53,6.79,4,27.16
2012-01-31,2549,Hy-Vee Food Store / Indianola,INDIANOLA,IA,50125,78616,WHITE CREME DE CACAO,Luxco-St Louis,Arrow Creme de Cacao White,12,750,4.39,6.58,4,26.32
2012-01-31,4250,Fareway Stores #882 / Eldora,ELDORA,IA,50627,86506,TRIPLE SEC,Luxco-St Louis,Paramount Triple Sec,12,750,3.33,4.99,4,19.96
2012-01-31,2587,Hy-Vee Food Store / Johnston,JOHNSTON,IA,50131,4084,SINGLE MALT SCOTCH,Pernod Ricard USA/Austin Nichols,Aberlour 12 Year Single Malt Scotch,6,750,21.32,31.97,4,127.88
2012-01-31,2628,Hy-Vee Food Store / Eldora,ELDORA,IA,50627,67527,COFFEE LIQUEURS,Pernod Ricard USA/Austin Nichols,Kahlua Coffee Liqueur,12,1000,14.81,22.22,3,66.66
2012-01-31,2191,Keokuk Spirits,KEOKUK,IA,52632,54647,BLACKBERRY BRANDIES,Luxco-St Louis,Arrow Blackberry Flav Brandy,12,1000,6.11,9.17,12,110.04
2012-01-31,2506,Hy-Vee #1044 / Burlington,BURLINGTON,IA,52601,84617,ROOT BEER SCHNAPPS,Phillips Beverage Company,Phillips Root Beer Schnapps,12,1000,4.89,7.33,12,87.96
2012-01-31,2616,Hy-Vee Food and Drug / Clinton,CLINTON,IA,52732,86251,TRIPLE SEC,Luxco-St Louis,Juarez Triple Sec,12,1000,2.21,3.31,12,39.72
2012-01-31,3521,Ameristar Casino / Council Bluffs,COUNCIL BLUFFS,IA,51501,76487,AMERICAN AMARETTO,Luxco-St Louis,Paramount Amaretto,12,1000,4.04,6.06,12,72.72
2012-01-31,2616,Hy-Vee Food and Drug / Clinton,CLINTON,IA,52732,82127,PEACH SCHNAPPS,Luxco-St Louis,Arrow Peach Schnapps,12,1000,4.61,6.92,12,83.04
2012-01-31,2191,Keokuk Spirits,KEOKUK,IA,52632,84617,ROOT BEER SCHNAPPS,Phillips Beverage Company,Phillips Root Beer Schnapps,12,1000,4.89,7.33,24,175.92
2012-01-31,2506,Hy-Vee #1044 / Burlington,BURLINGTON,IA,52601,86251,TRIPLE SEC,Luxco-St Louis,Juarez Triple Sec,12,1000,2.21,3.31,24,79.44
2012-01-31,3554,Dick's Beverage Depot,TRIPOLI,IA,50676,82849,PEACH SCHNAPPS,Jim Beam Brands,Dekuyper Peachtree Schnapps Pet,6,1750,11.02,16.53,1,16.53
2012-01-31,2507,Hy-Vee Food Store #1 / Burlington,BURLINGTON,IA,52601,82618,CINNAMON SCHNAPPS,Jim Beam Brands,Dekuyper Hot Damn! Pet,6,1750,10.5,15.75,2,31.5
2012-01-31,2507,Hy-Vee Food Store #1 / Burlington,BURLINGTON,IA,52601,78616,WHITE CREME DE CACAO,Luxco-St Louis,Arrow Creme de Cacao White,12,750,4.39,6.58,1,6.58
2012-01-31,2624,Hy-Vee #2 / Dubuque,DUBUQUE,IA,52002,5492,SINGLE MALT SCOTCH,MHW Ltd,Macallan Fine Oak 10 Year,12,750,21.53,32.29,1,32.29
2012-01-31,4509,A J'S LIQUOR II,AMES,IA,50010,27110,STRAIGHT RYE WHISKIES,Mississippi River Distilling Co.,Windmill Rye Whiskey,12,375,9.08,13.63,2,27.26
2012-01-31,2448,Bottle Boutique,INDIANOLA,IA,50125,15626,IRISH WHISKIES,Pernod Ricard USA/Austin Nichols,Jameson,12,750,13.46,20.2,1,20.2
2012-01-31,2534,Hy-Vee Drugtown / Urbandale,URBANDALE,IA,50322,33256,FLAVORED GINS,Pernod Ricard USA/Austin Nichols,Seagrams Lime Twisted Gin,12,750,5.9,8.85,1,8.85
2012-01-31,4312,I-80 Liquor / Council Bluffs,COUNCIL BLUFFS,IA,51501,27025,STRAIGHT RYE WHISKIES,Diageo Americas,Bulleit 95 Rye,12,750,14.84,22.26,1,22.26
2012-01-31,2650,Hy-Vee Wine and Spirits / Harlan,HARLAN,IA,51537,82613,CINNAMON SCHNAPPS,Jim Beam Brands,Dekuyper Hot Damn!,24,375,3.06,4.59,2,9.18
